ELECTION DATE-NAME,OFFICE NAME,CANDIDATE NAME,COUNTY NAME,TOTAL VOTES PER OFFICE PER COUNTY
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,U. S. REPRESENTATIVE DISTRICT 36,RASHAD LEWIS,ORANGE,"5,683"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,U. S. REPRESENTATIVE DISTRICT 36,HAL J. RIDLEY JR,ORANGE,115
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,U. S. REPRESENTATIVE DISTRICT 36,CHAD ABBEY,POLK,299
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,U. S. REPRESENTATIVE DISTRICT 36,BRIAN BABIN,POLK,"18,599"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,U. S. REPRESENTATIVE DISTRICT 36,RASHAD LEWIS,POLK,"4,472"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,U. S. REPRESENTATIVE DISTRICT 36,HAL J. RIDLEY JR,POLK,100
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,U. S. REPRESENTATIVE DISTRICT 36,CHAD ABBEY,TYLER,107
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,U. S. REPRESENTATIVE DISTRICT 36,BRIAN BABIN,TYLER,"8,336"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,U. S. REPRESENTATIVE DISTRICT 36,RASHAD LEWIS,TYLER,"1,130"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,U. S. REPRESENTATIVE DISTRICT 36,HAL J. RIDLEY JR,TYLER,35
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,ANDERSON,"3,695"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",ANDERSON,84
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,ANDERSON,334
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",ANDERSON,"14,818"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,ANDREWS,806
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",ANDREWS,33
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,ANDREWS,97
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",ANDREWS,"4,840"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,ANGELINA,"8,426"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",ANGELINA,188
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,ANGELINA,530
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",ANGELINA,"25,045"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,ARANSAS,"2,625"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",ARANSAS,112
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,ARANSAS,218
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",ARANSAS,"9,073"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,ARCHER,399
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",ARCHER,22
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,ARCHER,66
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",ARCHER,"4,159"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,ARMSTRONG,61
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",ARMSTRONG,5
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,ARMSTRONG,9
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",ARMSTRONG,"1,016"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,ATASCOSA,"6,005"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",ATASCOSA,158
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,ATASCOSA,279
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",ATASCOSA,"11,368"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,AUSTIN,"2,749"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",AUSTIN,82
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,AUSTIN,242
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",AUSTIN,"11,347"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BAILEY,372
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BAILEY,10
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BAILEY,43
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BAILEY,"1,378"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BANDERA,"2,231"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BANDERA,106
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BANDERA,263
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BANDERA,"9,814"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BASTROP,"14,606"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BASTROP,518
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BASTROP,"1,022"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BASTROP,"20,049"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BAYLOR,155
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BAYLOR,8
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BAYLOR,30
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BAYLOR,"1,463"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BEE,"3,219"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BEE,85
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BEE,159
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BEE,"5,463"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BELL,"51,700"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BELL,"1,529"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BELL,"3,302"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BELL,"69,261"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BEXAR,"415,271"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BEXAR,"11,105"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BEXAR,"17,194"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BEXAR,"302,661"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BLANCO,"1,785"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BLANCO,55
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BLANCO,159
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BLANCO,"5,351"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BORDEN,17
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BORDEN,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BORDEN,4
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BORDEN,381
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BOSQUE,"1,406"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BOSQUE,57
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BOSQUE,154
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BOSQUE,"7,368"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BOWIE,"9,973"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BOWIE,207
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BOWIE,591
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BOWIE,"26,990"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BRAZORIA,"57,354"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BRAZORIA,"1,497"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BRAZORIA,"3,600"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BRAZORIA,"88,997"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BRAZOS,"30,211"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BRAZOS,"1,072"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BRAZOS,"2,781"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BRAZOS,"48,427"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BREWSTER,"2,093"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BREWSTER,79
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BREWSTER,145
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BREWSTER,"2,377"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BRISCOE,73
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BRISCOE,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BRISCOE,7
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BRISCOE,635
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BROOKS,"1,458"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BROOKS,31
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BROOKS,31
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BROOKS,781
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BROWN,"1,876"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BROWN,74
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BROWN,254
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BROWN,"13,383"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BURLESON,"1,678"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BURLESON,54
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BURLESON,156
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BURLESON,"6,504"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,BURNET,"5,079"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",BURNET,191
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,BURNET,637
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",BURNET,"18,341"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,CALDWELL,"6,346"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",CALDWELL,168
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,CALDWELL,347
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",CALDWELL,"7,877"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,CALHOUN,"2,078"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",CALHOUN,49
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,CALHOUN,118
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",CALHOUN,"5,394"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,CALLAHAN,583
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",CALLAHAN,44
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,CALLAHAN,118
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",CALLAHAN,"5,911"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,CAMERON,"63,810"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",CAMERON,"1,453"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,CAMERON,"1,968"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",CAMERON,"42,235"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,CAMP,"1,300"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",CAMP,19
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,CAMP,68
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",CAMP,"3,592"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,CARSON,264
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",CARSON,17
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,CARSON,78
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",CARSON,"2,730"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,CASS,"2,533"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",CASS,57
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,CASS,189
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",CASS,"10,778"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,CASTRO,435
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",CASTRO,5
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,CASTRO,25
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",CASTRO,"1,534"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,CHAMBERS,"3,682"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",CHAMBERS,145
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,CHAMBERS,406
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",CHAMBERS,"16,908"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,CHEROKEE,"3,832"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",CHEROKEE,100
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,CHEROKEE,330
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",CHEROKEE,"14,839"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,CHILDRESS,275
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",CHILDRESS,12
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,CHILDRESS,31
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",CHILDRESS,"1,924"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,CLAY,560
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",CLAY,26
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,CLAY,92
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",CLAY,"4,971"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,COCHRAN,190
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",COCHRAN,4
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,COCHRAN,26
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",COCHRAN,752
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,COKE,142
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",COKE,8
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,COKE,24
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",COKE,"1,543"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,COLEMAN,406
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",COLEMAN,11
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,COLEMAN,42
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",COLEMAN,"3,599"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,COLLIN,"199,598"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",COLLIN,"4,260"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,COLLIN,"11,117"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"JAMES ""JIM"" WRIGHT",COLLIN,"257,558"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,CHRYSTA CASTAÑEDA,COLLINGSWORTH,139
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,"KATIJA ""KAT"" GRUENE",COLLINGSWORTH,5
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,RAILROAD COMMISSIONER,MATT STERETT,COLLINGSWORTH,10
