ELECTION DATE-NAME,OFFICE NAME,CANDIDATE NAME,COUNTY NAME,TOTAL VOTES PER OFFICE PER COUNTY
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,WHARTON,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",WHARTON,105
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,WHARTON,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,WHARTON,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,WHARTON,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,WHARTON,"11,926"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,WHARTON,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,WHEELER,168
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,WHEELER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,WHEELER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,WHEELER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,WHEELER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,WHEELER,3
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,WHEELER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",WHEELER,7
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,WHEELER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,WHEELER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,WHEELER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,WHEELER,"2,159"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,WHEELER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,WICHITA,"13,161"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,WICHITA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,WICHITA,10
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,WICHITA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,WICHITA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,WICHITA,125
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,WICHITA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",WICHITA,675
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,WICHITA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,WICHITA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,WICHITA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,WICHITA,"32,069"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,WICHITA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,WILBARGER,956
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,WILBARGER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,WILBARGER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,WILBARGER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,WILBARGER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,WILBARGER,11
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,WILBARGER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",WILBARGER,33
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,WILBARGER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,WILBARGER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,WILBARGER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,WILBARGER,"3,524"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,WILBARGER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,WILLACY,"3,108"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,WILLACY,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,WILLACY,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,WILLACY,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,WILLACY,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,WILLACY,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,WILLACY,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",WILLACY,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,WILLACY,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,WILLACY,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,WILLACY,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,WILLACY,"2,441"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,WILLACY,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,WILLIAMSON,"143,795"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,WILLIAMSON,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,WILLIAMSON,164
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,WILLIAMSON,10
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,WILLIAMSON,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,WILLIAMSON,790
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,WILLIAMSON,38
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",WILLIAMSON,"4,998"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,WILLIAMSON,23
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,WILLIAMSON,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,WILLIAMSON,2
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,WILLIAMSON,"139,729"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,WILLIAMSON,3
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,WILSON,"6,350"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,WILSON,8
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,WILSON,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,WILSON,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,WILSON,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,WILSON,39
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,WILSON,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",WILSON,151
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,WILSON,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,WILSON,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,WILSON,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,WILSON,"18,463"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,WILSON,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,WINKLER,358
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,WINKLER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,WINKLER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,WINKLER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,WINKLER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,WINKLER,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,WINKLER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",WINKLER,14
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,WINKLER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,WINKLER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,WINKLER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,WINKLER,"1,753"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,WINKLER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,WISE,"4,973"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,WISE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,WISE,2
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,WISE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,WISE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,WISE,47
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,WISE,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",WISE,310
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,WISE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,WISE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,WISE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,WISE,"27,032"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,WISE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,WOOD,"3,509"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,WOOD,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,WOOD,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,WOOD,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,WOOD,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,WOOD,40
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,WOOD,3
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",WOOD,175
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,WOOD,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,WOOD,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,WOOD,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,WOOD,"19,049"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,WOOD,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,YOAKUM,420
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,YOAKUM,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,YOAKUM,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,YOAKUM,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,YOAKUM,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,YOAKUM,6
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,YOAKUM,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",YOAKUM,31
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,YOAKUM,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,YOAKUM,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,YOAKUM,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,YOAKUM,"2,174"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,YOAKUM,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,YOUNG,"1,034"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,YOUNG,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,YOUNG,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,YOUNG,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,YOUNG,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,YOUNG,18
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,YOUNG,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",YOUNG,76
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,YOUNG,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,YOUNG,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,YOUNG,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,YOUNG,"7,110"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,YOUNG,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,ZAPATA,"1,826"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,ZAPATA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,ZAPATA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,ZAPATA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,ZAPATA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,ZAPATA,4
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,ZAPATA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",ZAPATA,11
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,ZAPATA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,ZAPATA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,ZAPATA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,ZAPATA,"2,033"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,ZAPATA,0
